user_id	game_id	game_time
41	802	313
41	57	0
41	372	486
41	198	204
41	40	126
41	801	419
41	829	0
42	245	43
42	521	941
42	155	750
42	920	301
42	542	169
42	989	621
42	85	166
42	197	621
42	984	220
42	849	266
42	620	281
42	414	530
44	943	65
44	92	1221
44	319	194
44	644	79
44	907	613
44	995	1149
44	796	1688
44	944	218
44	10	606
44	387	0
44	324	654
44	397	0
44	191	152
44	793	0
44	473	0
45	924	388
45	429	673
45	663	335
45	960	559
45	218	130
45	757	42
45	875	0
45	890	211
45	351	209
45	650	0
45	804	518
45	125	208
45	417	151
46	927	162
46	127	0
46	812	431
47	406	508
47	7	28
47	602	690
47	46	380
47	393	10
47	30	375
47	735	165
47	270	7
47	902	0
47	749	657
47	585	1138
47	943	406
47	763	154
47	656	98
47	944	0
47	842	425
47	866	179
48	244	195
48	374	126
48	434	377
48	192	0
48	293	351
48	60	392
48	946	447
48	320	282
49	23	511
49	229	603
49	764	945
49	205	251
49	29	312
49	977	152
49	403	83
49	154	0
49	314	2030
50	869	131
50	319	964
50	469	1136
50	772	177
50	162	360
50	870	0
52	643	0
52	777	6
52	288	30
52	728	332
52	648	369
52	74	204
52	447	0
52	657	253
52	977	12
52	845	55
52	833	300
53	446	115
53	838	177
53	443	91
53	714	413
53	149	653
53	998	567
53	317	371
53	881	323
53	976	819
54	480	219
54	76	58
54	551	1445
54	152	153
54	704	501
54	38	6
54	821	443
54	956	179
54	830	393
55	372	0
55	63	303
55	868	488
55	117	169
55	908	514
55	187	223
56	232	0
56	909	198
56	894	217
56	736	436
56	331	118
57	601	293
57	798	324
57	499	195
57	241	30
57	216	520
57	95	248
57	203	406
57	421	514
57	525	631
57	546	334
57	368	112
58	715	659
58	358	567
58	806	315
58	620	589
58	492	54
58	542	451
58	631	403
58	219	406
58	906	364
58	962	199
58	910	125
58	455	410
58	833	489
58	714	412
58	414	444
59	397	600
59	422	482
59	240	1164
59	995	294
59	324	470
59	602	1319
59	907	260
60	129	0
60	872	588
60	662	1282
60	473	656
60	907	760
60	656	573
60	995	0
60	395	0
60	869	173
60	902	63
60	842	12
60	162	1339
60	240	228
60	469	949
61	825	1017
61	96	614
61	992	0
61	595	694
61	481	423
61	975	675
61	175	266
61	815	0
61	209	271
61	278	531
61	112	311
61	832	397
61	383	0
61	895	504
61	950	0
61	368	697
63	655	0
63	864	401
63	353	403
63	921	471
63	906	596
63	370	344
63	169	237
63	673	354
63	622	1118
63	883	181
64	843	443
64	64	538
64	144	293
64	901	465
64	2	190
64	250	484
64	214	355
64	321	485
64	933	239
64	19	160
64	34	743
64	204	80
64	172	503
64	582	444
64	421	322
65	978	37
65	335	331
65	406	123
65	976	608
65	938	244
65	34	0
65	735	412
65	907	0
65	92	0
65	395	0
65	621	126
67	910	237
67	74	0
67	204	193
67	183	71
67	145	730
67	437	310
67	438	237
67	281	187
67	244	306
67	10	644
67	205	458
67	642	0
67	620	515
67	920	95
67	833	997
67	969	357
68	78	106
68	108	87
68	504	0
68	721	398
68	725	574
68	229	498
68	877	55
68	899	136
68	794	515
68	577	0
68	305	928
68	203	699
68	639	72
68	592	380
68	275	2
68	926	570
68	30	153
68	86	401
68	246	76
68	180	131
68	781	0
68	631	1527
68	345	92
68	118	449
68	752	763
68	869	233
70	822	306
70	872	169
70	7	725
70	568	0
70	615	163
70	794	231
70	398	8
70	887	658
70	620	658
71	763	57
71	662	113
71	288	913
71	976	0
71	877	1733
72	125	493
72	416	0
72	719	47
72	798	34
72	271	71
72	939	25
72	765	57
72	703	15
72	99	364
72	858	330
72	669	49
72	761	355
72	639	198
72	839	97
72	118	863
72	942	147
72	851	137
72	67	423
72	225	1529
72	372	72
73	26	590
73	335	210
73	995	0
73	92	193
73	877	431
73	749	363
73	115	158
73	74	959
73	422	0
73	191	342
73	943	152
73	944	423
73	976	0
73	682	297
73	324	143
73	842	118
74	543	258
74	462	392
74	956	96
74	175	327
74	364	424
74	382	51
74	873	455
74	546	473
74	642	391
74	409	351
74	485	64
74	884	194
74	578	611
74	481	576
74	145	695
74	609	299
74	679	368
74	302	327
75	469	393
75	348	2567
75	682	0
75	976	328
75	406	835
75	749	344
76	343	0
76	976	746
76	397	0
76	183	245
76	506	216
76	872	132
77	954	213
77	857	328
77	925	359
77	57	487
77	886	573
77	961	289
77	266	0
77	317	313
77	433	467
77	415	0
77	69	0
77	377	290
79	26	522
79	393	135
79	902	61
79	348	374
79	183	1141
79	129	224
79	162	455
79	763	291
79	392	120
79	602	273
79	978	530
79	713	0
79	10	706
79	422	126
79	92	0
80	55	328
80	662	0
80	392	55
80	129	534
81	989	159
81	991	0
81	136	0
81	952	495
81	430	516
81	679	0
81	425	0
81	620	252
81	235	250
81	830	369
81	993	988
81	621	330
81	545	440
81	591	772
81	440	250
81	732	0
81	738	489
81	923	593
81	479	436
81	217	226
81	817	89
81	239	657
82	870	1079
82	763	628
82	621	717
82	682	0
82	392	982
82	30	1224
82	10	944
82	473	809
82	893	125
82	644	1100
82	301	366
82	70	927
82	713	1356
82	793	411
82	129	401
82	877	113
82	662	466
82	866	1351
83	643	710
83	493	972
83	418	913
83	434	378
83	622	332
84	942	843
84	976	451
84	804	575
84	339	0
84	978	300
84	727	452
84	403	544
84	419	215
84	695	700
84	725	1119
84	522	106
84	13	733
84	231	75
84	523	138
84	742	232
84	968	302
84	169	0
85	337	272
85	356	240
85	67	345
85	342	121
85	894	67
85	216	0
85	546	312
85	655	538
85	968	104
85	635	31
85	990	581
85	541	230
85	255	488
85	417	415
85	221	413
85	16	558
85	450	498
85	581	492
85	662	672
85	284	0
85	275	703
85	162	423
86	417	368
86	386	305
86	659	0
86	448	162
86	525	0
86	886	493
86	319	35
86	936	184
86	798	0
86	812	558
86	974	0
86	962	491
86	956	0
86	959	673
86	290	164
86	644	0
86	478	483
87	229	39
87	455	0
87	662	274
87	106	522
87	867	0
87	246	139
87	650	33
87	610	197
87	373	0
87	151	98
87	12	0
87	554	215
87	492	1812
87	578	258
87	42	269
87	381	33
87	298	1764
87	716	544
87	462	295
87	363	152
87	422	301
87	162	505
88	288	461
88	665	643
88	513	182
88	33	0
88	191	0
88	761	806
88	368	377
88	285	470
88	253	83
88	703	524
88	113	102
88	81	1796
88	433	491
88	769	412
88	882	79
88	962	721
88	587	111
88	560	1266
90	233	476
90	974	133
90	641	853
90	87	427
90	371	480
90	967	0
91	522	559
91	782	322
91	149	195
91	944	143
91	276	924
91	736	0
91	826	0
91	142	537
91	830	27
91	630	270
91	692	441
91	40	85
91	921	1023
91	289	0
91	56	325
91	834	0
91	232	865
91	340	0
91	920	490
92	763	2351
92	473	714
92	902	1134
92	842	833
93	100	452
93	125	84
94	573	78
94	49	764
94	295	264
94	192	333
94	366	0
94	731	0
94	917	18
95	377	1245
95	920	166
95	692	548
95	732	321
96	939	386
96	323	0
96	788	712
96	391	0
96	462	0
96	631	618
96	920	55
96	293	485
96	406	293
96	176	138
96	465	372
97	869	627
97	183	1574
97	469	2028
97	902	1003
98	279	631
98	549	0
98	755	0
98	673	413
98	922	423
98	180	832
98	746	331
98	598	301
98	387	476
98	204	370
98	114	0
98	57	77
98	286	239
98	5	61
98	815	543
98	521	0
98	200	182
98	609	0
99	727	1002
99	821	0
99	107	26
100	592	242
100	607	330
100	851	60
100	549	238
100	945	658
100	694	115
100	663	227
100	939	938
100	949	123
100	336	471
101	492	766
101	644	58
101	43	51
101	114	747
101	137	282
101	534	949
101	690	292
101	331	696
103	640	253
103	779	562
103	531	116
103	312	55
103	939	252
103	23	0
103	952	256
103	694	0
103	245	415
103	954	274
103	57	434
104	644	419
104	55	327
104	656	702
104	793	381
104	392	1091
104	301	295
104	497	576
104	877	807
104	387	430
104	319	410
104	506	603
104	288	153
104	871	400
104	621	266
104	70	54
105	784	0
105	332	0
105	394	233
105	65	0
105	103	20
105	174	198
105	524	502
105	26	236
105	555	0
105	635	521
105	665	0
105	737	503
105	935	324
105	71	66
105	776	0
105	747	464
106	739	491
106	240	342
106	585	718
106	343	1014
106	473	415
106	129	123
107	107	219
107	345	62
107	322	472
107	785	587
107	853	139
107	358	1369
107	114	614
107	210	145
107	783	513
107	689	582
108	580	397
108	50	307
108	530	234
108	424	72
108	857	205
108	540	205
108	239	39
108	697	430
108	164	0
108	317	200
109	957	0
109	926	0
109	159	190
109	247	457
109	688	0
109	596	274
109	133	411
109	420	832
110	925	22
110	537	351
110	709	1126
110	314	183
110	82	122
110	204	453
110	988	397
110	411	75
110	467	1133
110	412	398
110	133	78
110	547	668
110	328	415
110	29	626
110	561	0
110	516	235
111	171	454
111	232	1123
111	293	84
111	631	79
111	932	303
111	120	338
111	858	895
111	586	380
111	225	0
111	867	70
111	762	624
111	200	324
111	736	109
111	378	1049
111	244	84
111	643	390
112	682	197
112	656	292
112	183	0
112	943	489
112	871	905
112	713	0
112	772	18
112	978	868
112	473	429
112	395	347
112	870	129
112	585	0
113	552	494
113	689	284
113	997	542
113	181	103
113	768	214
113	991	11
113	812	310
113	692	485
114	863	126
114	619	717
114	639	200
114	265	321
114	921	593
114	723	0
114	674	410
114	195	506
114	788	521
114	376	190
114	279	351
114	245	0
115	474	348
115	323	0
115	462	1664
115	127	594
115	415	639
115	174	3213
115	972	241
115	862	385
115	233	624
116	324	0
116	270	334
116	497	0
116	943	303
116	392	0
116	682	189
116	162	51
116	319	246
116	34	42
116	288	882
116	70	656
116	662	136
116	473	556
116	243	0
117	167	526
117	782	342
117	67	0
117	13	217
117	289	582
117	177	341
117	892	357
117	767	199
117	494	833
117	151	152
117	695	121
117	945	187
117	48	0
117	63	511
117	963	403
117	642	0
117	168	151
117	475	265
117	176	762
118	812	251
118	601	160
118	904	408
118	323	353
118	244	319
118	521	520
118	151	246
118	225	0
118	68	636
118	736	1364
118	125	219
118	834	0
118	901	0
118	594	460
118	732	111
118	317	297
118	485	401
118	650	525
118	641	0
118	64	673
118	827	647
118	584	243
118	699	34
119	644	222
119	7	318
119	870	352
119	602	0
119	865	106
119	656	0
119	614	320
119	938	404
119	682	56
119	270	76
119	893	208
119	243	45
119	739	285
119	871	131
119	506	0
119	74	0
119	530	0
119	183	455
121	78	13
121	107	186
121	773	480
121	99	593
121	841	0
121	556	298
121	526	387
121	789	39
121	528	623
121	475	62
121	524	7
121	221	0
121	290	451
121	451	201
121	935	704
122	954	0
122	608	326
122	260	196
122	433	347
122	694	357
122	522	390
122	980	138
122	896	439
122	732	266
122	707	0
122	448	0
122	799	130
122	502	77
122	609	270
123	156	371
124	53	178
124	740	173
124	775	0
124	791	395
124	906	258
124	239	421
124	197	28
124	414	104
126	995	814
126	335	460
126	644	330
126	497	1198
126	656	1546
126	877	452
126	324	0
126	392	1089
126	387	102
126	869	2430
126	866	0
127	713	1296
127	763	2653
127	614	0
127	387	932
127	865	767
127	335	1404
127	739	282
127	74	141
127	749	1475
128	717	448
128	651	333
128	171	0
128	936	171
128	704	81
128	389	0
128	236	30
128	293	503
128	359	154
128	755	479
128	681	0
128	81	553
128	816	456
129	283	0
129	183	953
129	241	574
129	775	187
129	619	1584
129	148	1507
130	392	0
130	735	0
130	978	0
130	893	536
130	34	0
130	772	152
130	877	534
130	866	0
130	240	501
131	380	369
131	774	0
131	659	487
131	31	553
131	850	0
131	721	187
131	178	364
131	547	172
131	323	467
131	95	37
131	560	73
131	837	390
131	640	0
131	139	0
131	568	223
131	453	150
131	922	379
133	253	687
133	455	551
133	482	416
133	499	125
133	923	459
133	70	0
133	217	1243
133	616	185
134	625	279
134	560	163
134	747	565
134	122	0
134	377	589
134	926	0
134	298	800
134	547	1092
134	20	1179
134	728	1086
134	205	549
134	883	1482
135	136	109
135	292	263
135	666	363
135	771	342
135	976	215
135	463	311
135	247	174
135	577	344
135	481	172
135	994	451
135	888	487
135	982	0
136	348	388
136	71	0
136	623	0
136	407	43
136	515	397
136	380	250
136	9	1109
136	577	242
136	460	13
136	323	323
136	738	612
136	707	173
136	23	783
136	971	0
136	441	255
136	776	227
136	64	0
136	189	448
136	271	369
136	791	0
136	103	367
137	69	371
137	766	40
137	433	65
137	498	578
137	715	219
137	889	406
137	375	256
137	302	0
137	830	686
137	767	188
137	782	732
137	275	435
137	862	219
137	962	585
137	442	93
137	931	347
137	190	0
138	261	53
138	722	24
138	381	96
138	366	1087
138	375	250
138	460	286
138	923	16
138	823	19
138	903	0
138	534	12
138	217	383
138	454	175
138	574	424
138	173	18
139	858	75
139	357	430
139	575	306
139	175	487
139	174	1039
139	35	239
139	795	562
140	458	266
140	884	425
140	965	250
140	542	125
140	93	732
140	459	450
140	183	546
140	951	64
140	256	6
140	705	1484
140	963	411
140	279	145
140	373	0
140	689	50
140	175	0
140	755	789
140	88	556
140	804	447
140	457	0
141	963	582
141	433	515
141	123	59
141	687	0
141	379	226
141	190	217
142	976	395
142	869	0
142	422	112
143	110	439
143	694	277
143	791	0
143	501	0
143	229	115
143	49	0
143	252	0
143	65	710
143	357	154
143	456	262
143	615	710
144	37	303
144	784	0
144	892	402
144	798	0
144	556	310
144	905	136
144	692	397
144	450	313
144	600	605
144	224	92
144	629	232
144	398	499
144	559	768
144	669	461
145	806	717
145	106	355
145	835	425
145	354	616
145	642	221
145	210	407
145	296	7
145	886	127
145	636	416
145	804	431
145	942	549
146	348	700
146	74	117
146	796	149
146	877	287
146	34	134
146	422	934
146	115	237
146	865	0
147	881	601
150	117	339
150	528	279
150	971	567
150	578	338
150	669	220
151	540	41
151	935	453
151	109	256
151	724	257
151	986	233
151	176	214
151	591	383
151	951	295
151	8	572
151	217	331
151	891	0
151	198	0
151	584	138
151	28	108
151	482	0
152	965	401
152	594	236
152	440	118
152	620	0
152	375	428
153	240	315
153	877	951
153	793	575
153	506	470
154	650	1367
154	522	840
154	279	1595
154	312	0
154	487	132
154	860	155
154	875	693
154	690	0
155	396	535
159	7	130
159	877	356
159	70	583
159	735	457
159	422	279
159	893	391
159	129	17
159	270	1272
159	865	1736
159	621	306
159	872	723
159	324	507
159	614	0
159	530	0
160	246	93
160	886	433
161	367	203
161	606	290
161	0	0
161	456	199
161	483	219
161	921	447
161	326	359
161	732	56
161	87	18
161	499	671
161	231	433
162	614	724
162	585	635
162	39	1311
162	319	0
162	191	975
162	387	566
162	866	1137
162	30	1241
162	46	0
162	870	560
163	869	168
163	681	1051
163	721	1089
163	537	446
163	583	1018
163	701	813
163	775	269
163	395	290
163	88	62
163	38	0
163	392	698
163	281	1309
163	517	199
163	541	357
163	977	1224
163	726	580
163	129	407
163	651	222
163	244	2170
165	658	393
165	294	26
165	692	0
165	610	554
165	695	410
165	649	333
165	758	598
165	227	457
165	595	641
165	334	551
165	989	122
165	677	245
165	32	415
165	520	743
165	420	462
165	469	478
165	7	74
165	147	62
166	383	0
166	519	91
166	477	206
166	78	452
166	332	0
168	595	319
168	704	888
168	714	854
168	207	484
168	40	494
168	371	342
168	140	0
168	757	0
168	606	211
168	393	371
168	793	0
168	532	459
168	631	450
168	611	402
168	930	268
168	484	0
168	670	281
168	541	484
168	741	285
168	602	328
168	350	342
168	747	0
169	348	609
169	393	232
169	644	841
169	115	768
170	366	0
170	838	81
170	105	130
170	763	79
170	622	193
170	261	357
170	286	202
170	357	684
170	758	187
170	195	278
171	5	324
171	293	19
171	857	190
171	377	304
171	618	329
171	6	373
172	315	113
172	65	459
172	356	0
172	154	132
172	626	416
172	837	355
172	441	0
172	632	436
173	92	422
173	749	221
173	944	1009
174	331	0
174	382	737
174	120	0
174	323	0
174	429	395
174	889	267
175	403	0
175	748	458
175	447	390
175	71	0
175	667	399
175	467	121
175	597	162
175	343	351
175	218	0
175	175	203
175	642	78
175	295	42
175	691	0
175	751	157
176	71	0
176	478	588
176	224	457
176	918	319
176	252	196
176	201	0
176	846	101
176	698	223
176	518	725
176	494	255
176	491	311
176	919	529
176	210	620
176	207	368
176	160	440
176	356	387
176	271	99
176	789	0
176	341	48
176	933	0
176	958	184
177	876	509
177	860	563
177	743	78
177	174	0
177	643	129
177	9	669
177	302	516
177	42	241
177	762	0
177	548	412
177	415	413
177	535	169
177	343	395
177	613	405
177	614	475
177	215	778
178	869	839
179	791	1277
179	595	390
179	650	0
179	579	275
180	557	1676
180	17	389
180	378	379
180	674	0
180	773	437
180	69	85
180	210	198
180	158	782
180	617	0
181	832	0
181	142	168
181	552	0
181	278	413
181	172	622
181	222	207
181	199	48
181	542	0
181	356	0
181	946	0
181	841	0
183	663	0
183	584	325
183	612	82
183	746	375
183	913	142
183	325	371
183	633	25
183	810	620
183	778	10
183	636	318
183	928	347
183	179	0
183	459	164
183	696	8
184	687	652
184	662	367
184	832	0
184	3	303
184	521	491
184	385	358
184	966	146
184	490	31
184	151	27
184	96	647
184	551	260
184	298	127
184	455	163
184	142	0
184	821	708
184	619	1455
185	907	344
185	270	332
185	162	735
185	614	841
185	869	192
185	713	746
185	842	144
185	324	636
185	343	793
185	656	32
185	530	360
185	240	0
186	323	2238
186	430	0
186	12	6
186	448	479
186	552	743
186	287	205
186	593	151
186	939	717
186	667	189
186	106	676
186	173	18
186	121	267
186	982	1066
186	514	293
186	881	0
186	3	450
186	563	492
186	266	143
186	525	1096
186	223	0
187	621	395
187	968	807
187	630	0
187	155	0
187	511	575
187	202	50
187	249	61
187	234	387
187	400	223
188	682	371
188	943	410
188	162	186
188	335	207
188	614	227
188	39	50
188	129	637
188	324	307
188	870	434
188	240	1094
188	422	0
188	183	630
188	10	363
188	662	95
188	473	640
190	899	187
190	518	44
190	29	0
190	232	1255
190	440	0
190	28	0
190	388	941
190	732	1195
190	412	974
190	590	0
190	481	0
190	355	241
190	920	382
190	109	450
190	87	392
190	543	1616
190	396	446
190	847	69
190	335	283
190	928	346
190	795	0
190	500	382
192	10	213
192	46	325
192	335	189
192	869	118
192	713	1454
192	395	133
192	301	1291
192	506	1192
192	944	0
192	30	0
192	39	439
192	902	217
192	866	755
192	656	195
192	995	328
192	26	1928
192	387	548
192	976	2502
192	662	1226
193	10	90
193	46	201
193	662	202
193	270	284
193	530	324
194	646	0
194	557	366
194	197	382
194	906	377
195	953	417
195	151	599
195	620	302
195	229	119
195	947	554
195	625	272
196	237	487
196	984	1725
196	107	483
196	674	58
196	356	0
196	723	790
196	764	1102
196	993	532
196	572	100
196	937	545
197	866	246
197	39	686
197	869	242
197	129	1585
197	907	1684
197	243	140
197	614	762
197	793	859
197	183	0
198	901	253
198	340	0
198	295	63
198	425	98
198	202	316
198	660	155
198	686	848
198	580	107
198	427	398
198	666	0
198	85	506
198	895	395
198	92	10
198	371	67
198	648	579
198	462	199
198	630	338
198	593	596
199	871	0
199	943	0
199	183	0
199	301	400
199	406	0
199	92	0
199	74	0
199	70	178
199	473	311
199	387	0
199	644	151
199	866	472
199	34	14
200	838	390
200	453	0
200	405	0
200	637	236
200	377	677
200	687	90
200	282	320
200	608	276
200	886	58
200	845	202
200	502	481
200	186	702
202	243	310
202	7	544
203	899	4
203	96	92
203	790	511
204	87	0
204	829	66
204	733	237
204	388	0
204	282	424
204	352	0
204	372	430
204	497	282
206	115	541
206	871	982
207	976	803
207	902	99
207	877	970
207	869	327
207	240	1623
207	735	167
207	793	453
207	92	234
207	10	264
207	270	312
208	377	0
209	240	0
209	713	3176
209	288	564
209	243	383
210	473	122
210	713	193
210	866	104
210	902	0
210	763	742
210	324	0
210	497	0
210	26	131
210	602	386
210	115	0
210	995	939
210	70	136
210	7	99
210	422	214
210	976	174
210	392	172
210	243	131
212	533	320
212	576	671
212	783	384
212	727	277
212	978	461
212	468	662
212	642	394
212	11	0
212	495	1339
212	125	225
212	285	719
212	7	197
212	592	0
212	236	617
212	628	320
212	244	1403
212	762	2519
212	920	768
213	361	344
213	16	266
213	835	373
213	123	127
213	910	0
213	921	920
213	368	881
215	318	0
215	623	532
215	148	474
215	988	0
215	763	217
215	731	1270
215	892	491
215	14	0
215	24	0
215	366	672
216	74	981
216	240	1007
216	129	416
216	397	572
216	749	423
216	870	0
216	735	0
216	10	66
216	92	850
216	162	1132
216	865	162
216	497	0
216	842	1442
216	944	419
216	115	0
216	243	137
217	109	96
217	277	1043
217	431	631
217	507	479
217	934	590
217	723	0
217	98	52
217	51	0
217	544	261
217	412	507
217	962	372
217	726	298
217	756	124
217	64	0
217	227	260
218	392	0
218	395	42
218	682	7
218	978	250
218	614	447
218	469	303
218	877	391
218	74	711
218	656	0
218	46	254
218	907	54
218	497	530
220	497	351
221	865	932
221	397	614
221	191	185
221	943	0
221	656	524
221	46	959
222	920	0
222	16	379
222	69	548
222	311	236
222	924	0
222	118	631
222	323	187
222	120	0
222	61	116
222	225	1899
222	875	671
222	549	338
223	530	347
223	39	0
223	621	1008
223	129	624
223	870	301
223	656	1085
223	324	346
223	34	2293
223	243	127
223	183	182
223	506	576
223	92	1737
223	938	279
223	70	247
224	72	831
224	269	175
224	457	0
224	432	1399
224	799	281
224	66	372
224	151	0
224	160	75
224	916	335
224	50	871
224	54	198
224	388	796
224	587	402
224	18	301
224	283	576
224	921	264
224	100	619
224	600	229
225	582	50
225	699	152
225	720	347
225	361	532
225	17	0
225	236	0
225	644	278
225	75	531
225	238	37
225	612	446
225	468	0
226	976	905
226	16	0
226	374	0
226	318	182
226	444	323
226	971	358
226	385	1034
226	680	1915
226	209	590
226	644	974
226	11	161
226	754	1097
226	317	45
227	881	278
227	41	0
227	119	314
227	771	437
227	175	506
227	817	0
227	257	208
227	728	425
227	340	306
227	425	0
227	193	524
227	578	953
227	132	586
227	317	0
227	462	662
228	394	150
228	19	0
228	223	0
228	664	277
228	471	853
228	743	0
228	106	945
228	229	369
228	11	1280
228	661	2567
228	549	227
228	732	1108
228	337	18
229	776	498
229	535	252
229	386	0
229	702	573
229	970	254
229	203	0
229	512	230
229	534	401
230	176	261
230	642	335
230	619	0
230	379	361
231	772	283
231	70	671
231	871	0
231	976	113
231	422	447
231	682	350
231	7	6
231	656	0
232	594	72
232	502	102
232	646	440
232	69	344
232	53	169
232	109	217
232	420	354
232	131	145
